Artist and Title,Streams,Daily,year
Lyanno - En Tu Cuerpo,188433770,51718.0,2020
Ariana Grande - just like magic,188398060,104236.0,2020
K/DA - THE BADDEST,187987301,77770.0,2020
Taylor Swift - mad woman,187861617,175763.0,2020
Lil Uzi Vert - Baby Pluto,187619779,48509.0,2020
Lauv - Tattoos Together,187616162,32887.0,2020
Anitta - Me Gusta,186496015,34817.0,2020
Aitch - Rain,186446419,46235.0,2020
Tommy Boysen - Hookah & Sheridan's,185939318,41744.0,2020
Taylor Swift - evermore,185658070,224274.0,2020
Bad Bunny - YO VISTO ASÍ,184205193,50762.0,2020
Masego - Mystery Lady,184165258,112955.0,2020
BLACKPINK - Bet You Wanna,184123502,59485.0,2020
BTS - Louder than bombs,184082446,60647.0,2020
Jack Harlow - Already Best Friends,183842383,112430.0,2020
Lil Baby - Heatin Up,183540886,95399.0,2020
Taylor Swift - peace,183087179,172366.0,2020
For Revenge - Serana,182648144,356770.0,2020
Noah Cyrus - Lonely,182537525,75309.0,2020
BTS - Stay,182043897,42479.0,2020
BTS - Your eyes tell,181861736,39839.0,2020
Why Don't We - Fallin’ (Adrenaline),181792850,51175.0,2020
Os Barões Da Pisadinha - Basta Você Me Ligar,181625320,31671.0,2020
Rauw Alejandro - De Cora <3,181518649,33496.0,2020
$NOT - Moon & Stars,181131975,41443.0,2020
Rauw Alejandro - Ponte Pa' Mi,181011335,134174.0,2020
Paul Woolford - Looking For Me,180605788,39621.0,2020
Pop Smoke - Shake The Room,180356684,58031.0,2020
Lefty Sm - Por Mi México,179545885,122492.0,2020
Demi Lovato - I Love Me,179292327,20372.0,2020
Sub Urban - Freak,178884950,84737.0,2020
Bad Bunny - BAD CON NICKY,178724040,34836.0,2020
Dilsinho - Sogra,178341094,88385.0,2020
A Boogie Wit da Hoodie - Numbers,177999758,36148.0,2020
Lunay - La Cama (Remix),177975758,30234.0,2020
BTS - Inner Child,177810159,46016.0,2020
K/DA - VILLAIN,177730749,126066.0,2020
Bad Bunny - SORRY PAPI,177665203,88518.0,2020
Bad Bunny - <3,177642064,74113.0,2020
BTS - Dis-ease,177347624,38079.0,2020
League of Legends - Warriors,177289279,92390.0,2020
Imanbek - Goodbye,177263369,61797.0,2020
BTS - UGH!,177152424,51284.0,2020
BTS - Fly To My Room,177062769,31836.0,2020
Bad Bunny - LA DROGA,176881182,116309.0,2020
Royal & the Serpent - overwhelmed,176827648,70184.0,2020
The Weeknd - Hardest To Love,176481548,72581.0,2020
Pashanim - Airwaves,176189782,70947.0,2020
The Kid LAROI - TELL ME WHY,175862493,29994.0,2020
Lennon Stella - Summer Feelings,175660712,25295.0,2020
Papu DJ - L-Gante: RKT SESSIONS #1,174947980,38328.0,2020
DJ Scheme - E-ER,174755930,127187.0,2020
SUPER-Hi - Following the Sun,174580910,98693.0,2020
Taylor Swift - marjorie,174409617,285011.0,2020
Morat - Bajo La Mesa,173734495,80454.0,2020
Jhené Aiko - P*$$Y Fairy (OTW),173520918,101107.0,2020
LiSA - 炎,173479449,53493.0,2020
The Weeknd - Faith,173448256,90258.0,2020
Bazzi - Young & Alive,172956640,31646.0,2020
Rauw Alejandro - Enchule,172378227,53176.0,2020
Taylor Swift - long story short,171890130,177404.0,2020
MC Hariel - Maçã Verde,171811278,77444.0,2020
Hungria Hip Hop - Amor e Fé,171542727,105249.0,2020
ZAAC - Desce Pro Play (PA PA PA),171263965,27644.0,2020
Chloe x Halle - Do It,171040422,47584.0,2020
Luke Bryan - One Margarita,170629439,73513.0,2020
Matheus & Kauan - Litrão,170566574,43649.0,2020
Juice WRLD - Titanic,170081980,56182.0,2020
iann dior - Prospect,169801748,25709.0,2020
Sam Smith - My Oasis,169036709,47781.0,2020
The Weeknd - Escape From LA,168612723,81439.0,2020
The Weeknd - Alone Again,168479416,74798.0,2020
Lil Uzi Vert - Silly Watch,168463283,127864.0,2020
Ariana Grande - safety net,167999714,107356.0,2020
Drake - Not You Too,167951644,282021.0,2020
Morgan Wallen - Still Goin Down,167911586,77440.0,2020
Lil Uzi Vert - Yessirskiii,167721816,64892.0,2020
The Weeknd - Too Late,167675823,74451.0,2020
Selena Gomez - Feel Me,167474893,33087.0,2020
Matuê - Máquina do Tempo,167288419,108486.0,2020
Reik - La Bella y la Bestia,167211305,93936.0,2020
Daddy Yankee - Definitivamente,166352029,18516.0,2020
Bring Me The Horizon - Parasite Eve,166224426,88730.0,2020
girl in red - midnight love,165977850,111338.0,2020
Jowell & Randy - Anaranjado,165936557,26280.0,2020
Ed Sheeran - The Joker And The Queen,165529016,111129.0,2020
Niack - Oh Juliana,165188935,27248.0,2020
Headie One - Ain't It Different,165086753,37261.0,2020
Lil Uzi Vert - Lo Mein,164969648,38427.0,2020
Dimitri Vegas & Like Mike - Say My Name,164660451,51349.0,2020
Bring Me The Horizon - Kingslayer,164553863,197113.0,2020
Ken Carson - Yale,164464089,398443.0,2020
6ix9ine - TROLLZ,163918340,28621.0,2020
Taylor Swift - happiness,163808266,168781.0,2020
Alec Benjamin - Jesus in LA,163735719,34584.0,2020
Sebastian Yatra - TBT,163715506,37893.0,2020
Grupo Ensamble - Tus Jefes No Me Quieren,163693317,113786.0,2020
Cali Y El Dandee - Locura,163670093,28087.0,2020
BLANCO - Notti In Bianco,163518705,38039.0,2020
Taylor Swift - epiphany,163516927,142855.0,2020
Mac Miller - Circles,163428789,80512.0,2020
Taylor Swift - hoax,163414718,157765.0,2020
SZA - The Other Side (from Trolls World Tour),163295038,47505.0,2020
ZICO - Any song,163291676,45479.0,2020
Chris Young - Famous Friends,163089760,81456.0,2020
Money Man - 24,163052879,61085.0,2020
Myke Towers - Tú,163015688,118462.0,2020
Pop Smoke - War,162637394,62436.0,2020
Dua Lipa - Cool,162492650,49750.0,2020
Jorge & Mateus - Lance Individual,162380811,23053.0,2020
Rauw Alejandro - Dile a El,162277456,186856.0,2020
Matisse - Eres Tú,162274398,45823.0,2020
Khalid - Eleven,162010292,20201.0,2020
Rod Wave - Rags2Riches,161934586,17770.0,2020
Lil Baby - Grace,161928740,184037.0,2020
BLACKPINK - You Never Know,161585134,76617.0,2020
Alok - Liberdade (Quando o Grave Bate Forte),161537962,69921.0,2020
Ayushmann Khurrana - Mere Liye Tum Kaafi Ho,161229617,193828.0,2020
Lil Durk - Still Trappin',161217518,96498.0,2020
Robin Schulz - Alane,160856287,17308.0,2020
KAI - Mmmh,160810586,101852.0,2020
Taylor Swift - cowboy like me,160640613,196965.0,2020
DaBaby - PRACTICE,160582216,30663.0,2020
ENHYPEN - Given-Taken,160415557,141613.0,2020
Vaundy - Kaiju no Hanauta,160109090,250749.0,2020
YoungBoy Never Broke Again - Kacey Talk,160092670,76050.0,2020
Madism - Pumped Up Kicks,159745213,127430.0,2020
Eminem - Those Kinda Nights,159501871,36024.0,2020
Luísa Sonza - MODO TURBO,159498458,60244.0,2020
Trevor Daniel - Past Life,159361337,30693.0,2020
Nicki Minaj - Yikes,159071554,56249.0,2020
Kehlani - Toxic,158979663,83127.0,2020
Ed Sheeran - 2step,158668771,61102.0,2020
Ado - うっせぇわ,158639584,176572.0,2020
Duncan Laurence - Arcade,158511865,74033.0,2020
Olivia O'Brien - Josslyn,158461678,23638.0,2020
Cat Burns - go,158352346,69801.0,2020
Leyla Blue - What A Shame,158152335,45677.0,2020
Taylor Swift - coney island,158078718,158979.0,2020
Ariana Grande - nasty,158013623,92470.0,2020
Juanfran - Como Llora,157929605,16198.0,2020
OneRepublic - Better Days,157894581,37039.0,2020
Junior H - Dias Nublados,157769428,181069.0,2020
FLETCHER - Bitter,157694250,54608.0,2020
Bad Bunny - HOY COBRÉ,157661189,53683.0,2020
Juice WRLD - Can't Die,157598520,51178.0,2020
Guilherme & Benuto - Pulei na Piscina,157565683,61455.0,2020
ZAYN - Better,157435816,29303.0,2020
J. Cole - t h e . c l i m b . b a c k,157206422,42108.0,2020
Headie One - Only You Freestyle,157115077,52387.0,2020
Myke Towers - La Playa,157006635,21694.0,2020
Matuê - 777-666,157002820,108750.0,2020
CNCO - Tan Enamorados,156625725,47821.0,2020
Will Paquin - Chandelier,156568493,132683.0,2020
Tayc - N'y pense plus,156511998,106131.0,2020
Bankrol Hayden - Brothers,156436458,29884.0,2020
Machine Gun Kelly - drunk face,155995621,56136.0,2020
The Weeknd - Scared To Live,155375528,56321.0,2020
Tesher - Jalebi Baby,155287705,56856.0,2020
Christian Nodal - Nace Un Borracho,155172128,89188.0,2020
Jeeiph - Bonita,155054998,29150.0,2020
Arash Buana - if u could see me cryin' in my room,155013350,113947.0,2020
Lauv - Chasing Fire,154971823,22901.0,2020
Lauv - Fake,154541115,37627.0,2020
YOASOBI - ハルジオン,154319257,104637.0,2020
EVERGLOW - DUN DUN,153817359,56705.0,2020
Daddy Yankee - Don Don,153770961,19362.0,2020
Tame Impala - Lost In Yesterday,153493557,76785.0,2020
Luísa Sonza - BRABA,153485758,53272.0,2020
Santa Fe Klan - Así Soy,153306578,93787.0,2020
Lil Uzi Vert - Homecoming,153267364,81635.0,2020
"Luis Angel ""El Flaco"" - Hasta la Miel Amarga",152995517,94595.0,2020
Tarcísio do Acordeon - Meia Noite (Você tem meu Whatsapp),152941181,35782.0,2020
Jorge & Mateus - Ranking,152702996,12874.0,2020
Playboi Carti - Stop Breathing,152446618,173702.0,2020
El Taiger - La Historia,152437729,48155.0,2020
Lady Gaga - 911,152431016,42204.0,2020
CKay - love nwantiti,151831885,48084.0,2020
Natanael Cano - Pacas Verdes,151829123,115647.0,2020
Crissin - Poblado,151674409,55648.0,2020
"Bebe Rexha - Baby, I'm Jealous",151664003,53041.0,2020
Grupo Firme - Gracias,151265807,41681.0,2020
Hailee Steinfeld - Wrong Direction,151254239,37960.0,2020
Lil Baby - Commercial,151176263,59631.0,2020
Ninho - Lettre à une femme,151163900,75864.0,2020
Pop Smoke - Imperfections (Interlude),151092611,129594.0,2020
Taylor Swift - dorothea,151062830,176936.0,2020
Sech - La Luz,151013018,10744.0,2020
Banda MS de Sergio Lizárraga - Cerrando Ciclos,150659100,81661.0,2020
Joji - Afterthought,150077549,112391.0,2020
Ty Dolla $ign - Ego Death,149921536,30408.0,2020
VIZE - Thank You [Not So Bad],149526755,23338.0,2020
Daddy Yankee - De Vuelta Pa' La Vuelta,149295360,86396.0,2020
Jeezy - Soul Survivor,149072578,69472.0,2020
PARTYNEXTDOOR - LOYAL,149038280,35290.0,2020
Rels B - La Última Canción,148864846,203072.0,2020
DaBaby - FIND MY WAY,148690337,14421.0,2020
K-391 - End of Time,148632162,52674.0,2020
Morgan Wallen - Livin’ The Dream,148487624,79676.0,2020
Eminem - You Gon’ Learn,148483839,30987.0,2020
Christian Nodal - Amor Tóxico,148432184,49669.0,2020
NOTD - I Don't Know Why,148204925,23875.0,2020
Phoebe Bridgers - Kyoto,148177758,88397.0,2020
Simone & Simaria - Foi Pá Pum,148026162,53226.0,2020
David Bisbal - Si Tú La Quieres,147764030,47589.0,2020
Jonas Brothers - X,147719784,20502.0,2020
Anson Seabra - Walked Through Hell,147075915,75003.0,2020
Tom Gregory - Fingertips,146852420,29010.0,2020
J Balvin - Brillo,146838539,38444.0,2020
Sheff G - Weight On Me,146836494,106767.0,2020
Soolking - Meleğim,146793131,55142.0,2020
Wisin - 3G,146437377,22512.0,2020
5 Seconds of Summer - Old Me,146265650,29767.0,2020
T3R Elemento - Ojitos de Miel,146214750,138868.0,2020
Key Glock - Mr. Glock,146181494,217776.0,2020
Playboi Carti - New Tank,146114275,266204.0,2020
The Weeknd - Snowchild,146059127,59611.0,2020
Harnoor - Waalian,145831527,121807.0,2020
DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE,145564140,46743.0,2020
Ariana Grande - off the table,145507804,72654.0,2020
Ovy On The Drums - Miedito o Qué?,145431496,55811.0,2020
HARDY - GIVE HEAVEN SOME HELL,144890627,122352.0,2020
Pritam - Mehrama,144730353,182668.0,2020
Jordan Davis - Almost Maybes,144705832,62780.0,2020
J Balvin - Negro,144579722,25531.0,2020
Dan + Shay - I Should Probably Go To Bed,144227470,32057.0,2020
Juice WRLD - Fighting Demons,144160298,50478.0,2020
Faouzia - Minefields,143762287,102964.0,2020
Matheus & Kauan - Nem Doeu,143601227,52313.0,2020
Yung Gravy - oops!,143597817,49395.0,2020
Dubdogz - Infinity,143573148,48780.0,2020
Bryson Tiller - Sorrows,143545571,222449.0,2020
Joji - Ew,143272261,80927.0,2020
KitschKrieg - Standard,143124043,21630.0,2020
Mavi Gri - Altüst Olmuşum,142950046,166169.0,2020
Kidd Keo - Ma Vie,142847400,49783.0,2020
Timmy Trumpet - Mad World,142721853,114587.0,2020
Douglas & Vinicius - Figurinha,142288964,19578.0,2020
Tame Impala - One More Hour,142269496,145919.0,2020
yama - 春を告げる,142207984,66217.0,2020
Bring Me The Horizon - Teardrops,142026212,103687.0,2020
Greeicy - Los Besos,141560879,48349.0,2020
Banda MS de Sergio Lizárraga - Qué Maldición,141424028,46312.0,2020
Daði Freyr - Think About Things,141415588,29502.0,2020
Princess Nokia - I Like Him,141237660,21773.0,2020
Natanael Cano - Arriba,141119099,76038.0,2020
Madison Beer - Baby,141083629,36011.0,2020
Jason Derulo - Coño,140577684,33600.0,2020
Anuel AA - Narcos,140572671,36931.0,2020
KHEA - Dónde Estás,140559847,71563.0,2020
Erica Banks - Buss It,140209201,23838.0,2020
Mac Miller - Surf,140062089,80943.0,2020
Conan Gray - The Story,140011208,45314.0,2020
Diplo - Dance with Me,139990674,15659.0,2020
Astrid S - It's Ok If You Forget Me,139719472,59866.0,2020
Ingrid Andress - More Hearts Than Mine,139707159,37619.0,2020
Jax Jones - i miss u,139509543,20949.0,2020
Thomas Rhett - On Me,139493927,15159.0,2020
Lauv - Modern Loneliness,139304345,18677.0,2020
Eric Church - Hell Of A View,139258913,101402.0,2020
KAROL G - Follow,139205886,66675.0,2020
Shablo - M' Manc (con Geolier & Sfera Ebbasta),139140134,79063.0,2020
Danna Paola - Sodio,138899490,26948.0,2020
Aya Nakamura - Jolie nana,138879877,24076.0,2020
Kaleb J - It's Only Me,138535333,81761.0,2020
Lee Brice - Memory I Don't Mess With,138508454,81864.0,2020
Carin Leon - Si Tu Amor No Vuelve,138333586,126073.0,2020
Güneş - Dua,138286946,102343.0,2020
Christian Nodal - AYAYAY!,138224152,43661.0,2020
OBOY - Cabeza,138171357,98906.0,2020
Sam Hunt - Hard To Forget,138165868,39352.0,2020
Bryson Tiller - Outta Time,138069720,89074.0,2020
Polo G - Be Something,137917072,41309.0,2020
BTS - Outro : Ego,137656479,37554.0,2020
Anuel AA - El Manual,137454396,37488.0,2020
Kim Dracula - Paparazzi,137215623,44834.0,2020
John Legend - Conversations in the Dark,137173172,42107.0,2020
DJ Ivis - Esquema Preferido,137044542,12210.0,2020
Chico Rose - Somebody's Watching Me,137035096,62552.0,2020
Murilo Huff - Desejando Eu,136959065,70496.0,2020
Tai Verdes - Stuck In The Middle,136955354,36059.0,2020
Carlos Rivera - 100 Años,136834658,90505.0,2020
Cuco - Piel Canela,136829402,109435.0,2020
Tame Impala - Is It True,136795905,102507.0,2020
Hailee Steinfeld - I Love You's,136617029,20805.0,2020
Evdeki Saat - Uzunlar,136554510,67192.0,2020
Ernia - Superclassico,136492711,32443.0,2020
Kawe - Mds,136479710,28508.0,2020
Carlos Rivera - Perdiendo la Cabeza,136443839,42640.0,2020
Dustin Lynch - Ridin’ Roads,136437997,36631.0,2020
Yolanda Be Cool - We No Speak Americano (Edit),136220815,51754.0,2020
wave to earth - seasons,135301335,493555.0,2020
Justin Bieber - Come Around Me,134945280,48092.0,2020
1nonly - Shakira!,134944119,86763.0,2020
Apache 207 - Bläulich,134712665,23216.0,2020
Red Velvet - IRENE & SEULGI - Monster,134488094,39301.0,2020
Dynoro - Me Provocas,134358602,42463.0,2020
Dua Lipa - Good In Bed,134232468,43940.0,2020
Joji - Your Man,134154770,31251.0,2020
Tones And I - Bad Child,134124365,26872.0,2020
Lil Xxel - LMK,134114685,28950.0,2020
Lil Tjay - Zoo York,133859554,42428.0,2020
"Sheff G - No Suburban, Pt. 2",133779361,64176.0,2020
Sleepy Hallow - Molly,133732883,75840.0,2020
Myke Towers - Relación Rota,133687153,163263.0,2020
Cole Swindell - Single Saturday Night,133355716,46952.0,2020
(G)I-DLE - Oh my god,133340673,71841.0,2020
Murda - Bi Sonraki Hayatımda Gel,133326725,43984.0,2020
Rod Wave - Girl Of My Dreams,133220472,72303.0,2020
Dustin Lynch - Good Girl,133092219,23761.0,2020
Rvfv - Yo No Sé,132891096,54875.0,2020
Pop Smoke - Make It Rain,132880935,29456.0,2020
Sergi - Seguro Te Pierdo,132809120,75558.0,2020
Luke Combs - Cold As You,132793486,104422.0,2020
Pink Sweat$ - 17,132779561,53395.0,2020
Dilsinho - Não Vai Embora,132580941,126174.0,2020
Lost Frequencies - Love To Go,132224451,42855.0,2020
Trey Lewis - Dicked Down in Dallas,131686667,83207.0,2020
Agust D - People,131638984,75583.0,2020
Future - Solitaires,131591507,36044.0,2020
Tion Wayne - I Dunno,131434684,32825.0,2020
Rels B - Me Olvidé De Los 2,131255917,141769.0,2020
Residente - René,131179053,54182.0,2020
Tevvez - Legend,131091625,54385.0,2020
DUSTY LOCANE - ROLANDO (Caught In The Rain),130988789,58586.0,2020
Ana Mena - A Un Paso De La Luna,130937527,32188.0,2020
Pascal Letoublon - Friendships (Lost My Love),130729697,47467.0,2020
Conan Gray - Comfort Crowd,130635494,61586.0,2020
Gaho - 시작,130614373,49946.0,2020
Juice WRLD - Screw Juice,130597262,39386.0,2020
MC Du Black - Tudo Aconteceu,130417734,105713.0,2020
Junior H - Atrapado en un Sueño,130226697,73305.0,2020
C. Tangana - Nunca Estoy,130210815,53871.0,2020
Apache 207 - Fame,130037870,26466.0,2020
Lauana Prado - Viva Voz,130035207,67102.0,2020
Taylor Swift - the lakes,129973964,155728.0,2020
Os Barões Da Pisadinha - Amor da Despedida,129972767,23664.0,2020
blackbear - queen of broken hearts,129958253,29150.0,2020
Eminem - Darkness,129878025,30887.0,2020
Juice WRLD - I Want It,129701175,40965.0,2020
NCT 127 - Kick It,129658939,70332.0,2020
Código FN - Miami Vibe,129656680,42523.0,2020
Eric Land - Cidade Inteira,129636893,26556.0,2020
Grupo Recluta - Se Fue La Pantera,129581280,93374.0,2020
Nathan Dawe - Lighter,129308160,16389.0,2020
Eminem - Higher,129254647,89792.0,2020
Matheus & Kauan - É Problema,129182327,44621.0,2020
Nicki Nicole - Colocao,129114190,34048.0,2020
John Legend - Wild,129102183,21199.0,2020
Zack Tabudlo - Nangangamba,128931003,98830.0,2020
Los 2 de la S - Somos Los Que Somos,128427325,68285.0,2020
Quinn XCII - Stacy,128162025,22751.0,2020
Selena Gomez - Boyfriend,127880718,19756.0,2020
Jesse & Joy - Mañana Es Too Late,127709701,20930.0,2020
Lukas Graham - Share That Love,127642948,23186.0,2020
Eminem - Unaccommodating,127528742,25803.0,2020
LA Vision - Hollywood,127512256,21964.0,2020
Lost Frequencies - Don't Leave Me Now,127483175,34503.0,2020
Joan Sebastian - Que Sea,127447508,64362.0,2020
Reik - Poco,127425148,58474.0,2020
Bad Bunny - MÁS DE UNA CITA,127286980,27782.0,2020
Rocco Hunt - A Un Passo Dalla Luna,127178262,17490.0,2020
AJ Tracey - Dinner Guest,126996134,21281.0,2020
WhoHeem - Lets Link,126900283,23634.0,2020
Kehlani - Can I,126861508,66476.0,2020
Matuê - É Sal,126636844,136936.0,2020
Pop Smoke - Aim For The Moon,126598312,35680.0,2020
Tyla Yaweh - High Right Now,126474109,30863.0,2020
Junior H - Clave Ali,126375360,119857.0,2020
LUM!X - The Passenger (LaLaLa) [feat. MOKABY],126040812,29790.0,2020
Ben&Ben - Sa Susunod na Habang Buhay,126025987,223740.0,2020
Bad Bunny - BENDICIONES,125828809,32286.0,2020
"HIRAIDAI - Stand by me, Stand by you.",125541327,66744.0,2020
Tate McRae - lie to me,125503480,65068.0,2020
Anuel AA - Jangueo,125435034,31527.0,2020
Lil Skies - Havin My Way,125425390,26549.0,2020
Clinton Kane - i don't want to watch the world end with someone else,125416154,57193.0,2020
Alec Benjamin - Must Have Been The Wind,125327823,35889.0,2020
The Strokes - Selfless,125218743,100713.0,2020
Aitana - Más De Lo Que Aposté,125005292,57726.0,2020
Aimyon - Naked Heart,124984252,60897.0,2020
Logic - Perfect,124911310,55973.0,2020
City Girls - Kitty Talk,124842921,29447.0,2020
Jonasu - Black Magic,124669310,21176.0,2020
Anuel AA - Fútbol & Rumba,124584983,17300.0,2020
Alejandro Fernández - Te Olvidé,124534629,54160.0,2020
Mario Judah - Die Very Rough,124388289,43681.0,2020
Camilo - El Mismo Aire,124134953,38219.0,2020
The Weeknd - Missed You,123619806,46265.0,2020
Bruno & Marrone - Último Beijo,123602565,14558.0,2020
Jessi - NUNU NANA,123368277,52722.0,2020
Dalex - Mejor,123361822,27591.0,2020
Declan J Donovan - Perfectly Imperfect,123234651,32491.0,2020
R3HAB - Creep,123137201,17937.0,2020
Bad Bunny - P FKN R,122577523,38637.0,2020
Marca MP - Mil Gracias Por Existir,122534365,41201.0,2020
NIKI - Lose,122230280,62721.0,2020
Playboi Carti - Rockstar Made,122146033,135521.0,2020
Lil Uzi Vert - Bean (Kobe) [feat. Chief Keef],121807938,35901.0,2020
Eminem - Gnat,121707340,42823.0,2020
Khalid - Eleven,121687128,45439.0,2020
ALI - LOST IN PARADISE,121610850,101024.0,2020
Internet Money - Lemonade,121551387,22987.0,2020
LIZOT - Weekend,121521158,15557.0,2020
Vitor Fernandes - Acaso,121446333,40168.0,2020
Yves V - Not So Bad,121431384,47951.0,2020
Naza - Joli bébé,121429643,55373.0,2020
Because - BMW,121130584,155487.0,2020
Dua Lipa - Boys Will Be Boys,120948397,37213.0,2020
G-Eazy - Moana,120892864,27902.0,2020
MisterWives - SUPERBLOOM,120887301,12984.0,2020
Mac Miller - Woods,120803736,67266.0,2020
Arcángel - Tussi,120746427,19925.0,2020
VIZE - Paradise,120440156,23593.0,2020
BTS - Interlude : Shadow,120342644,29791.0,2020
Phoebe Bridgers - I Know The End,120175355,153463.0,2020
BIN - Saturno,120016353,66601.0,2020
DaBaby - BLIND,120012455,16181.0,2020
tobi lou - 2hrs,119928645,74465.0,2020
Katy Perry - Smile,119788933,20733.0,2020
Pop Smoke - Mannequin,119735651,72827.0,2020
Blake Rose - Lost,119592714,18561.0,2020
Vaundy - Fukakoryoku,119539679,95589.0,2020
Lauv - Sad Forever,119416239,12920.0,2020
Matisse - Primer Avión,119322040,21173.0,2020
Lil Uzi Vert - Prices,119289037,31955.0,2020
Moneybagg Yo - Said Sum,119288932,49240.0,2020
Kygo - Forever Yours,118926828,25886.0,2020
Gracie Abrams - 21,118854702,111602.0,2020
Alberto Y Roberto - Loco Tu Forma De Ser,118828793,45842.0,2020
Mc Jacaré - Comprei um Lança,118826592,39403.0,2020
Juice WRLD - Real Shit,118694544,27625.0,2020
Anıl Emre Daldal - M.,118612793,132763.0,2020
LANY - if this is the last time,118568979,39097.0,2020
Maria Becerra - High (Remix),118554450,36012.0,2020
Dadju - Grand bain,118252156,55766.0,2020
Alec Benjamin - Mind Is A Prison,118159136,48505.0,2020
Lil Yachty - Coffin,118148398,254172.0,2020
Russell Dickerson - Love You Like I Used To,117813569,22555.0,2020
Álvaro De Luna - Juramento eterno de sal,117770442,40925.0,2020
Saweetie - Back to the Streets,117711928,25616.0,2020
Junior H - Jueves 10,117696849,93141.0,2020
Lee Brice - Soul,117682263,67919.0,2020
MC Hariel - Ilusão (Cracolândia),117527331,65445.0,2020
Still Woozy - Window,117429701,76696.0,2020
keshi - right here,117350007,40390.0,2020
Shane Codd - Get Out My Head,117294570,13513.0,2020
Rei 6 - Ah Canım Sevgilim,117269234,116016.0,2020
Zedd - Funny,117150823,31324.0,2020
Lauv - Love Somebody,116713374,34407.0,2020
Olamide - Infinity,116692546,80131.0,2020
GFRIEND - MAGO,116626938,69909.0,2020
The Weeknd - Nothing Compares,116618640,43956.0,2020
1nonly - Bunny Girl,116550639,58819.0,2020
La Adictiva - Escondidos,116477924,52495.0,2020
Mac Miller - Hand Me Downs,116395521,58476.0,2020
Irama - Mediterranea,116369344,14115.0,2020
EVERGLOW - LA DI DA,116290354,45849.0,2020
JVKE - Upside Down,116233165,37828.0,2020
The Kid LAROI - STAY,2888105060,1285019.0,2021
Olivia Rodrigo - good 4 u,2020000528,765810.0,2021
Olivia Rodrigo - drivers license,2013803489,985070.0,2021
Lil Nas X - INDUSTRY BABY,1921009339,596139.0,2021
Maroon 5 - Memories,1877998433,789882.0,2021
Lil Nas X - MONTERO (Call Me By Your Name),1819839488,478438.0,2021
24kGoldn - Mood,1774497998,433296.0,2021
Doja Cat - Kiss Me More,1692199355,692650.0,2021
Adele - Easy On Me,1568359168,1042051.0,2021
Justin Bieber - Peaches,1529038591,495778.0,2021
Doja Cat - Woman,1459606421,718049.0,2021
Olivia Rodrigo - deja vu,1426023620,1006179.0,2021
Farruko - Pepas,1407887331,563829.0,2021
Olivia Rodrigo - traitor,1385260983,922177.0,2021
Justin Bieber - Ghost,1363505921,1344670.0,2021
Imagine Dragons - Enemy,1362214348,839206.0,2021
Bad Bunny - Yonaguni,1340724319,400375.0,2021
Rauw Alejandro - Todo De Ti,1240775826,408910.0,2021
Bruno Mars - Leave The Door Open,1210309673,571668.0,2021
BTS - Butter,1200884687,351407.0,2021
Billie Eilish - Happier Than Ever,1193073668,779751.0,2021
Coldplay - My Universe,1171297023,607667.0,2021
Doja Cat - Need to Know,1114273301,407965.0,2021
Lost Frequencies - Where Are You Now,1089493455,679739.0,2021
LISA - MONEY,1085841954,701056.0,2021
GAYLE - abcdefu,1075873131,356120.0,2021
Lil Nas X - THATS WHAT I WANT,996626467,389884.0,2021
Olivia Rodrigo - happier,986214796,787957.0,2021
The Drifters - Stand by Me,961127935,847912.0,2021
Surf Curse - Freaks,949970901,726847.0,2021
Måneskin - I WANNA BE YOUR SLAVE,934659970,531770.0,2021
Riton - Friday,918247480,321885.0,2021
Olivia Rodrigo - favorite crime,904699664,785593.0,2021
Rauw Alejandro - Desesperados,898660160,456390.0,2021
The Kid LAROI - WITHOUT YOU,886619881,247170.0,2021
Stephen Sanchez - Until I Found You,866205994,849814.0,2021
Polo G - RAPSTAR,861115185,381338.0,2021
Tainy - Lo Siento BB:/,849882071,407162.0,2021
The Weeknd - Pray For Me,842150422,516422.0,2021
J Balvin - Qué Más Pues?,766848352,259228.0,2021
"Olivia Rodrigo - jealousy, jealousy",763085462,596826.0,2021
Doja Cat - You Right,757466564,489110.0,2021
Sebastian Yatra - Pareja Del Año,754629307,357443.0,2021
Marshmello - Leave Before You Love Me,743920719,572978.0,2021
ACRAZE - Do It To It,738168923,374219.0,2021
Aventura - Volví,731503054,319979.0,2021
Tiësto - The Motto,730534649,451254.0,2021
Drake - Wants and Needs,730277245,485345.0,2021
Little Mix - Shout Out to My Ex,727019852,175395.0,2021
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),724539949,832946.0,2021
Lil Tjay - Calling My Phone,721337405,350472.0,2021
Travis Scott - Goosebumps,720273247,284541.0,2021
Justin Bieber - Hold On,714329091,225199.0,2021
Drake - Fair Trade,713911430,717964.0,2021
Sleepy Hallow - 2055,709740942,519642.0,2021
MEDUZA - Paradise,687306280,249769.0,2021
Maroon 5 - Beautiful Mistakes,679286796,316311.0,2021
Baby Keem - family ties,672739476,681497.0,2021
Drake - Knife Talk,670606555,444228.0,2021
ATB - Your Love (9PM),664942128,326462.0,2021
Mora - Volando,659631496,289010.0,2021
TINI - Miénteme,658321976,335376.0,2021
Justin Bieber - Anyone,655216518,215823.0,2021
