title,artist,release_year,explicit,energy,valence,casing,is_uniform
About Damn Time,Lizzo,2022,True,0.743,0.723,mixed,mixed
Bad Habits,Ed Sheeran,2021,False,0.893,0.537,mixed,mixed
THATS WHAT I WANT,Lil Nas X,2021,True,0.846,0.546,upper,uniform
Enemy,Imagine Dragons,2021,False,0.783,0.555,mixed,mixed
INDUSTRY BABY,Lil Nas X,2021,True,0.6910000000000001,0.892,upper,uniform
abcdefu,GAYLE,2021,True,0.54,0.415,lower,uniform
Need to Know,Doja Cat,2021,True,0.609,0.194,mixed,mixed
Wasted On You,Morgan Wallen,2021,False,0.657,0.252,mixed,mixed
Me Porto Bonito,Bad Bunny,2022,True,0.712,0.425,mixed,mixed
Woman,Doja Cat,2021,True,0.764,0.881,mixed,mixed
Tití Me Preguntó,Bad Bunny,2022,True,0.715,0.187,mixed,mixed
We Don't Talk About Bruno,Carolina Gaitán - La Gaita,2021,False,0.45,0.8300000000000001,mixed,mixed
Late Night Talking,Harry Styles,2022,False,0.728,0.901,mixed,mixed
I Like You,Post Malone,2022,True,0.67,0.472,mixed,mixed
You Proof,Morgan Wallen,2023,False,0.839,0.629,mixed,mixed
Bad Habit,Steve Lacy,2022,True,0.494,0.7000000000000001,mixed,mixed
Sunroof,Nicky Youre,2023,False,0.714,0.842,mixed,mixed
One Right Now,Post Malone,2022,True,0.764,0.7010000000000001,mixed,mixed
good 4 u,Olivia Rodrigo,2021,True,0.664,0.6880000000000001,lower,uniform
Numb Little Bug,Em Beihold,2022,False,0.527,0.638,mixed,mixed
Jimmy Cooks,Drake,2022,True,0.673,0.366,mixed,mixed
'Til You Can't,Cody Johnson,2021,False,0.8140000000000001,0.503,mixed,mixed
Fancy Like,Walker Hayes,2022,False,0.765,0.855,mixed,mixed
The Kind of Love We Make,Luke Combs,2022,False,0.745,0.464,mixed,mixed
I Ain't Worried,OneRepublic,2022,False,0.797,0.8250000000000001,mixed,mixed
BREAK MY SOUL,Beyoncé,2022,False,0.887,0.864,upper,uniform
Something in the Orange,Zach Bryan,2022,False,0.192,0.148,mixed,mixed
Save Your Tears,The Weeknd,2021,False,0.8250000000000001,0.593,mixed,mixed
Smokin Out The Window,Bruno Mars,2021,False,0.618,0.848,mixed,mixed
Levitating,Dua Lipa,2020,False,0.884,0.914,mixed,mixed
In A Minute,Lil Baby,2022,True,0.605,0.145,mixed,mixed
Moscow Mule,Bad Bunny,2022,True,0.674,0.292,mixed,mixed
You Right,Doja Cat,2021,True,0.621,0.436,mixed,mixed
She Had Me At Heads Carolina,Cole Swindell,2022,False,0.912,0.722,mixed,mixed
Vegas,Doja Cat,2022,True,0.601,0.74,mixed,mixed
pushin P,Gunna,2022,True,0.422,0.488,mixed,mixed
Buy Dirt,Jordan Davis,2021,False,0.559,0.437,mixed,mixed
I Hate U,SZA,2022,True,0.417,0.376,mixed,mixed
Boyfriend,Dove Cameron,2022,True,0.612,0.232,mixed,mixed
Glimpse of Us,Joji,2022,False,0.317,0.268,mixed,mixed
Surface Pressure,Jessica Darrow,2021,False,0.584,0.37,mixed,mixed
Fall In Love,Bailey Zimmerman,2022,False,0.643,0.397,mixed,mixed
love nwantiti,CKay,2019,True,0.739,0.533,lower,uniform
Super Freaky Girl,Nicki Minaj,2022,True,0.891,0.912,mixed,mixed
Hrs & Hrs,Muni Long,2022,True,0.546,0.634,mixed,mixed
Sand In My Boots,Morgan Wallen,2021,False,0.537,0.414,mixed,mixed
MAMIII,Becky G,2022,False,0.7000000000000001,0.899,upper,uniform
Knife Talk,Drake,2021,True,0.424,0.153,mixed,mixed
AA,Walker Hayes,2021,False,0.747,0.753,upper,uniform
Sweetest Pie,Megan Thee Stallion,2022,True,0.628,0.677,mixed,mixed
PROVENZA,KAROL G,2022,False,0.516,0.53,upper,uniform
Essence,Wizkid,2021,False,0.6910000000000001,0.581,mixed,mixed
Bam Bam,Camila Cabello,2022,False,0.6970000000000001,0.956,mixed,mixed
5 Foot 9,Tyler Hubbard,2022,False,0.796,0.53,mixed,mixed
Get Into It,Doja Cat,2021,True,0.655,0.793,mixed,mixed
Efecto,Bad Bunny,2022,True,0.475,0.234,mixed,mixed
Rock and A Hard Place,Bailey Zimmerman,2023,False,0.5680000000000001,0.394,mixed,mixed
Doin' This,Luke Combs,2022,False,0.55,0.39,mixed,mixed
Oh My God,Adele,2021,False,0.725,0.55,mixed,mixed
Better Days,NEIKED,2021,False,0.671,0.6990000000000001,mixed,mixed
Meet Me At Our Spot,THE ANXIETY,2020,True,0.47,0.399,mixed,mixed
Fingers Crossed,Lauren Spencer Smith,2022,False,0.473,0.441,mixed,mixed
All Too Well,Taylor Swift,2021,True,0.518,0.205,mixed,mixed
Party,Bad Bunny,2022,True,0.799,0.471,mixed,mixed
Después de la Playa,Bad Bunny,2022,False,0.903,0.607,mixed,mixed
You Should Probably Leave,Chris Stapleton,2020,False,0.477,0.552,mixed,mixed
Broadway Girls,Lil Durk,2022,False,0.745,0.54,mixed,mixed
Take My Name,Parmalee,2021,False,0.66,0.5740000000000001,mixed,mixed
What Happened To Virgil,Lil Durk,2022,True,0.526,0.194,mixed,mixed
PUFFIN ON ZOOTIEZ,Future,2022,True,0.657,0.284,upper,uniform
Like I Love Country Music,Kane Brown,2022,False,0.802,0.6900000000000001,mixed,mixed
Ojitos Lindos,Bad Bunny,2022,False,0.686,0.268,mixed,mixed
Trouble With A Heartbreak,Jason Aldean,2022,False,0.797,0.595,mixed,mixed
Kiss Me More,Doja Cat,2021,True,0.705,0.781,mixed,mixed
She Likes It,Russell Dickerson,2021,False,0.325,0.539,mixed,mixed
Never Say Never,Cole Swindell,2021,False,0.937,0.454,mixed,mixed
Damn Strait,Scotty McCreery,2021,False,0.64,0.48,mixed,mixed
she's all i wanna be,Tate McRae,2022,False,0.644,0.651,lower,uniform
Last Night Lonely,Jon Pardi,2022,False,0.8160000000000001,0.865,mixed,mixed
Flower Shops,ERNEST,2021,False,0.461,0.227,mixed,mixed
TO THE MOON,JNR CHOI,2021,True,0.65,0.386,upper,uniform
Unholy,Sam Smith,2022,False,0.472,0.238,mixed,mixed
One Mississippi,Kane Brown,2022,False,0.84,0.5750000000000001,mixed,mixed
Circles Around This Town,Maren Morris,2022,False,0.8140000000000001,0.8150000000000001,mixed,mixed
